arrived_at,num_prefill_tokens,num_decode_tokens
0.3255880533705065,62,671
0.6231591150594872,103,200
1.1716338504974333,197,25
1.6669937640182872,66,540
2.21367553834146,56,108
2.543291536235317,91,246
3.360317915577949,593,206
3.634495498159068,290,303
4.2020154996624965,234,248
4.618358799776623,397,611
4.853488102862336,211,477
5.198502671965806,533,4
5.567605736494042,626,462
6.100243161858511,266,34
6.694617018873508,127,365
7.139075827828044,675,324
7.525191259694633,180,87
7.9601915194415005,317,6
8.651869216305755,179,411
9.322673129335342,317,149
9.386114916253629,231,650
9.637327778585885,433,455
9.698048264612233,224,341
10.533307606078049,126,336
10.942293169992404,151,233
11.22972981373722,260,378
11.75045057297041,78,209
12.251976580780392,126,278
12.568456838721174,132,78
12.822049341823789,81,149
12.922355036508725,341,371
13.332745449753476,106,233
13.617092928297366,104,50
13.760593059352466,618,26
13.830244976549825,129,197
14.07208901920968,150,50
14.42890128811752,299,175
15.329139199013085,101,693
15.996195782353958,129,303
16.982260093498994,100,89
17.384345167596955,87,38
17.470667949321957,74,400
17.515311083050676,233,19
17.798646629463843,253,252
17.946981496508055,210,409
18.64444772120068,414,495
18.85128744937415,126,276
18.91823731180247,197,195
19.26406339639934,456,35
19.579521479469623,64,18
19.70705912032718,203,119
20.116209329904684,574,6
20.40019822129698,129,97
20.906676350552488,218,271
21.223166704927216,179,282
21.31991002027523,268,220
21.49382983176899,71,843
21.86531672472335,557,151
22.71389001705797,325,20
22.896725586454235,583,10
23.667308184193345,98,290
23.8238674660805,49,83
23.91518871290124,100,122
24.404661062945745,159,220
25.46091387123373,355,137
25.57027458398111,153,155
25.973533127276312,123,341
26.661512368632103,232,529
26.994564059649683,337,289
27.06419822098204,86,702
27.4808392289664,233,303
28.215487516868382,782,46
28.804668766753352,670,17
29.05482161313859,112,208
29.36347330843219,393,3
30.27723047782988,241,394
30.36328531714392,663,63
30.67094886387718,204,211
